Listing_ID,Is_NewBuild,Title,Price_KZT,District,Address,Floor_Info,Area_m2,Rooms,Build_Year,Residential_Complex,House_Type,Ceiling_Height,Bathroom,Developer,Description_Snippet,Listing_URL,Detail_Fetched,Current_Floor,Total_Floors,Price_per_m2,Market_Segment,Price_Tier,House_Type_Group,Bathroom_Group,Build_Year_Bucket,Area_Band,District_Code,Is_NewBuild_Code
1010678919,False,2-комнатная квартира · 49.6 м² · 2/5 этаж,22000000,Алатауский р-н,Басаркобыз 1/15,2 из 5,49.6,2,2026,Aisafi,панельный,3.0,совмещенный,,"жил. комплекс Aisafi, панельный дом, 2026 г.п., состояние: черновая отделка, потолки 3м., санузел совмещенный, 2-комнатная квартира 49, 6 м² в новом монолитном ЖК | 2 этаж 🔹 Оптимальный этаж — удобно для семьи и пожилых 🔹 Хорошая обдуваемость, светлая планировка 🔹 Черновая отделка — идеальный…",https://krisha.kz/a/show/1010678919,True,2,5,443548.0,Вторичка,Недорогой сегмент,Прочее / редкий тип,совмещенный,2024 и новее,Ниже средней,0,0
1001779187,False,3-комнатная квартира · 68.5 м² · 5/12 этаж,60000000,Наурызбайский р-н,"мкр Калкаман-2, Ашимова 1/5Б",5 из 12,68.5,3,2025,TANDAU,монолитный,3.0,совмещенный,,"жил. комплекс TANDAU, монолитный дом, 2025 г.п., состояние: свежий ремонт, потолки 3м., санузел совмещенный, меблирована полностью, 🏡 Просторная 3-комнатная квартира в ЖК Tandau — заезжай и живи! ✨ Отличный вариант для комфортной жизни или выгодной инвестиции 📍 ЖК Tandau (застройщик SVOY DO…",https://krisha.kz/a/show/1001779187,True,5,12,875912.0,Вторичка,Премиум сегмент,монолитный,совмещенный,2024 и новее,Большая,6,0
1009995076,True,4-комнатная квартира · 111.4 м²,79205400,Медеуский р-н,​Приканальная БАК 99а,,111.4,4,2026,Dream City. Art,,2.7,2 санузла и более,,"жил. комплекс Dream City. Art, 6 этажей, 2026 г.п., потолки 2.7м., санузел 2 с/у и более, Dream City. Art — уникальное место, где вдохновение ощущается на каждом шагу. Территория предусматривает все необходимое для комфортной жизни: магазины, рестораны, школы и уютные аллеи д…",https://krisha.kz/a/show/1009995076,True,,,711000.0,Новостройка,Средний сегмент,Не указано,2 санузла и более,2024 и новее,Большая,5,1
1010688864,False,1-комнатная квартира · 40 м² · 5/6 этаж,27000000,Алатауский р-н,мкр Нуркент 35,5 из 6,40.0,1,2026,Buta Fenomen,монолитный,2.85,,,"жил. комплекс Buta Fenomen, монолитный дом, 2026 г.п., потолки 2.85м., 🔥 Продаётся 1-комнатная квартира в ЖК Buta Fenomen (40 м²) Отличный вариант для жизни или инвестиций! Квартира с удобной планировкой, в современном монолитном доме. Черновая отделка — возможность сделать ремонт полностью под се…",https://krisha.kz/a/show/1010688864,True,5,6,675000.0,Вторичка,Средний сегмент,монолитный,Не указано,2024 и новее,Маленькая,0,0
1009459814,False,2-комнатная квартира · 67 м² · 6/9 этаж,41000000,Наурызбайский р-н,"мкр Шугыла, Мкрн Шугыла 340/46 — Пр. Абая/ ул. Строительная",6 из 9,67.0,2,2025,Ulytau,монолитный,2.7,совмещенный,,"жил. комплекс Ulytau, монолитный дом, 2025 г.п., состояние: свежий ремонт, потолки 2.7м., санузел совмещенный, телефон: нет, интернет оптика, меблирована полностью, 📍 Адрес: мкрн Шугыла, пр. Абая / ул. Строительная, Алматы, Наурызбайский район. ￼ 💰 Цена: 41 000 000 〒. ￼ 🏠 Общая площадь: 67 м² (прос…",https://krisha.kz/a/show/1009459814,True,6,9,611940.0,Вторичка,Недорогой сегмент,монолитный,совмещенный,2024 и новее,Большая,6,0
1010818587,False,1-комнатная квартира · 36.4 м² · 3/9 этаж,23500000,Наурызбайский р-н,"мкр Шугыла, Алатау 12а/1 — Алатау, Толе би",3 из 9,36.4,1,2026,Alatau Plus,монолитный,2.7,,,"жил. комплекс Alatau Plus, монолитный дом, 2026 г.п., состояние: черновая отделка, потолки 2.7м., без мебели, ✅Проверенная квартира ✅Подходит под ипотеку ✨ Квартира в ЖК Alatau Plus в перспективном районе ✨ 📍 Пр. Алатау — угол Толе би. В этом году откроют проезд, что значительно улучшит…",https://krisha.kz/a/show/1010818587,True,3,9,645604.0,Вторичка,Недорогой сегмент,монолитный,Не указано,2024 и новее,Маленькая,6,0
1007762319,False,2-комнатная квартира · 66.8 м² · 3/7 этаж,78000000,Медеуский р-н,"мкр Коктобе, Талгата Бигельдинова 138 — Возле Koktobe city",3 из 7,66.8,2,2026,Vertex Garden,монолитный,3.0,совмещенный,,"жил. комплекс Vertex Garden, монолитный дом, 2026 г.п., потолки 3м., санузел совмещенный, В продаже квартира в современном жилом комплексе Бизнес-класса, в престижном районе города Алматы. Свежий воздух наряду с развитой инфраструктурой. Рядом: * Парк Горького * Алматинский зоопарк * Кок-Тобе…",https://krisha.kz/a/show/1007762319,True,3,7,1167665.0,Вторичка,Премиум сегмент,монолитный,совмещенный,2024 и новее,Большая,5,0
1006937814,False,1-комнатная квартира · 35.28 м² · 1/5 этаж,18500000,Алатауский р-н,"мкр Коккайнар, 20-й микрорайон",1 из 5,35.28,1,2026,Kamila,монолитный,2.8,совмещенный,,"жил. комплекс Kamila, монолитный дом, 2026 г.п., состояние: черновая отделка, потолки 2.8м., санузел совмещенный, телефон: есть возможность подключения, интернет проводной, без мебели, Переуступка прав в перспективном ЖК Kamila 2 Отличная возможность купить квартиру в активно развивающемся районе…",https://krisha.kz/a/show/1006937814,True,1,5,524376.0,Вторичка,Недорогой сегмент,монолитный,совмещенный,2024 и новее,Маленькая,0,0
1007191946,True,3-комнатная квартира · 74.73 м²,45585300,Турксибский р-н,Тараз 8/1,,74.73,3,2026,Dream City. Family,,3.0,2 санузла и более,,"жил. комплекс Dream City. Family, 6 этажей, 2026 г.п., потолки 3м., санузел 2 с/у и более, Dream city - это бигвилль у ""Восточных ворот"" города Алматы, где природа и современный стиль жизни сочетаются в гармонии. Городок разделен на четыре кластера: Family, Eco, Art, Tech - каждый предлагает св…",https://krisha.kz/a/show/1007191946,True,,,610000.0,Новостройка,Недорогой сегмент,Не указано,2 санузла и более,2024 и новее,Большая,8,1
694704253,True,2-комнатная квартира · 48.93 м²,40914000,Турксибский р-н,Тараз 8/1,,48.93,2,2026,Dream City. Family,,3.0,совмещенный,,"жил. комплекс Dream City. Family, 6 этажей, 2026 г.п., потолки 3м., санузел совмещенный, Dream city - это бигвилль у ""Восточных ворот"" города Алматы, где природа и современный стиль жизни сочетаются в гармонии. Городок разделен на четыре кластера: Family, Eco, Art, Tech - каждый предлагает св…",https://krisha.kz/a/show/694704253,True,,,836174.0,Новостройка,Премиум сегмент,Не указано,совмещенный,2024 и новее,Ниже средней,8,1
678205239,True,1-комнатная квартира · 38.2 м²,24129000,Прочее,Неизвестный,,38.2,1,2025,Eco Park Alatau,,2.57,совмещенный,,"жил. комплекс Eco Park Alatau, 9 этажей, 2025 г.п., потолки 2.57м., санузел совмещенный, Жилой комплекс сдан в эксплуатацию в марте 2026 годаУсловия приобретения:Ипотека от Отбасы банка (программа 50/50, Наурыз, Умай, Алатау)Ипот…",https://krisha.kz/a/show/678205239,True,,,631649.0,Новостройка,Недорогой сегмент,Не указано,совмещенный,2024 и новее,Маленькая,7,1
1011600880,False,2-комнатная квартира · 45 м² · 11/13 этаж,34000000,Алмалинский р-н,Райымбека — Срочная продажа,11 из 13,45.0,2,2025,River City,монолитный,3.0,совмещенный,,"жил. комплекс River City, монолитный дом, 2025 г.п., состояние: свежий ремонт, потолки 3м., санузел совмещенный, меблирована полностью, Продаётся 2-х комнатная квартира с мебелью и техникой Всё в квартире остаётся Никто не проживал, новый ремонт Ипотека рассматривается, документы на руках",https://krisha.kz/a/show/1011600880,True,11,13,755556.0,Вторичка,Средний сегмент,монолитный,совмещенный,2024 и новее,Ниже средней,1,0
693826793,True,2-комнатная квартира · 52.49 м²,37792800,Алатауский р-н,Бауыржана Момышулы 11/14а,,52.49,2,2026,Arena City. Sport,,2.7,совмещенный,,"жил. комплекс Arena City. Sport, 6 этажей, 2026 г.п., потолки 2.7м., санузел совмещенный, Arena City. Sport — жилой комплекс в бигвилле Arena City. Здесь каждый житель ощущает комфорт и удобство, благодаря уникальной инфраструктуре, специально созданной для активного образа жизн…",https://krisha.kz/a/show/693826793,True,,,720000.0,Новостройка,Средний сегмент,Не указано,совмещенный,2024 и новее,Выше средней,0,1
1002923135,False,3-комнатная квартира · 96 м² · 3/9 этаж,64000000,Медеуский р-н,Омаровой 35/1 — Достык,3 из 9,96.0,3,2025,Европолис,монолитный,3.0,2 санузла и более,,"жил. комплекс Европолис, монолитный дом, 2025 г.п., состояние: свободная планировка, потолки 3м., санузел 2 с/у и более, Вашему вниманию представляется трехкомнатная квартира евроформата в жилом комплексе с элитным расположением! -Архитектура домов выполнена в стиле европейском стиле ампир, внеш…",https://krisha.kz/a/show/1002923135,True,3,9,666667.0,Вторичка,Средний сегмент,монолитный,2 санузла и более,2024 и новее,Большая,5,0
694704256,True,2-комнатная квартира · 75.21 м²,59415900,Турксибский р-н,Тараз 8/1,,75.21,2,2026,Dream City. Family,,3.0,2 санузла и более,,"жил. комплекс Dream City. Family, 6 этажей, 2026 г.п., потолки 3м., санузел 2 с/у и более, Dream city - это бигвилль у ""Восточных ворот"" города Алматы, где природа и современный стиль жизни сочетаются в гармонии. Городок разделен на четыре кластера: Family, Eco, Art, Tech - каждый предлагает св…",https://krisha.kz/a/show/694704256,True,,,790000.0,Новостройка,Средний сегмент,Не указано,2 санузла и более,2024 и новее,Большая,8,1
1010821966,False,4-комнатная квартира · 126.9 м² · 2 этаж,116000000,Медеуский р-н,Сагадат Нурмагамбетов 71,2,126.9,4,2026,RAMS Garden,монолитный,3.0,,,"жил. комплекс RAMS Garden, монолитный дом, 2026 г.п., потолки 3м., ПАРКИНГ В ПОДАРОК ! К вашему вниманию отличная 3-х комнатная квартира в ЖК RAMS GARDEN * О квартире : * бизнес-класс; * удобное расположение; * высококачественные материалы; * современное технологическое оснащение; * панорамные окн…",https://krisha.kz/a/show/1010821966,True,2,,914106.0,Вторичка,Премиум сегмент,монолитный,Не указано,2024 и новее,Большая,5,0
1000217957,False,4-комнатная квартира · 130.4 м² · 1/3 этаж,81000000,Наурызбайский р-н,"мкр Таусамалы, Жандосова 70а",1 из 3,130.4,4,2025,Kamenka Park,монолитный,3.0,2 санузла и более,,"жил. комплекс Kamenka Park, монолитный дом, 2025 г.п., состояние: свободная планировка, потолки 3м., санузел 2 с/у и более, телефон: есть возможность подключения, интернет оптика, Квартира мечты в Алматы с террасами и свободной планировкой! 🏔️✨ 🏡 Просторная квартира 130, 4 м² в ЖК Каминка Парк…",https://krisha.kz/a/show/1000217957,True,1,3,621166.0,Вторичка,Недорогой сегмент,монолитный,2 санузла и более,2024 и новее,Большая,6,0
1010750202,False,1-комнатная квартира · 33 м² · 2/12 этаж,25000000,Алатауский р-н,"ул. Фадеева, 38г 38",2 из 12,33.0,1,2026,Jar-Jar,монолитный,3.0,совмещенный,,"жил. комплекс Jar-Jar, монолитный дом, 2026 г.п., потолки 3м., санузел совмещенный, Продаётся 1-комнатная квартира в предчистовой отделке в перспективном жилом комплексе JAR-JAR 2, расположенном в активно развивающемся Алатауском районе Алматы (ул. Фадеева, уч. 38). Квартира общей площадью 32, 63…",https://krisha.kz/a/show/1010750202,True,2,12,757576.0,Вторичка,Средний сегмент,монолитный,совмещенный,2024 и новее,Маленькая,0,0
1004737218,False,1-комнатная квартира · 40 м² · 8/9 этаж,20200000,Наурызбайский р-н,"мкр Шугыла, Алатау 12а/1 — Толе би",8 из 9,40.0,1,2025,Alatau Plus,монолитный,2.7,,,"жил. комплекс Alatau Plus, монолитный дом, 2025 г.п., состояние: черновая отделка, потолки 2.7м., 🏡 ЖК Alatau Plus — отличная возможность купить квартиру по переуступке! 📅 Документы и ключи на руках. 🏗️ 1 очередь, надёжный застройщик Qazaq Stroy. 📍 Дом расположен вдоль улицы Толе би — уд…",https://krisha.kz/a/show/1004737218,True,8,9,505000.0,Вторичка,Недорогой сегмент,монолитный,Не указано,2024 и новее,Маленькая,6,0
1006538152,False,3-комнатная квартира · 85.4 м² · 5/9 этаж,83500000,Бостандыкский р-н,Каныша Сатпаева 90а/1 — ПАКАЗ В ЛЮБОЕ ВРЕМЯ,5 из 9,85.4,3,2026,Satpaev,монолитный,3.0,раздельный,,"жил. комплекс Satpaev, монолитный дом, 2026 г.п., потолки 3м., санузел раздельный, телефон: есть возможность подключения, 🔥 ЖК Satpaev — квартира бизнес-класса в сильной локации! Продаётся просторная квартира в современном ЖК Satpaev — идеальный вариант для жизни или инвестиций 🏙️ 🏢 Комфортный этаж…",https://krisha.kz/a/show/1006538152,True,5,9,977752.0,Вторичка,Премиум сегмент,монолитный,раздельный,2024 и новее,Большая,3,0
1009994580,True,2-комнатная квартира · 50.3 м²,39334600,Алатауский р-н,"мкр Гажайып, ​Гажайып микрорайон 11/19",,50.3,2,2026,Arena City. Balance,,3.0,совмещенный,,"жил. комплекс Arena City. Balance, 6 этажей, 2026 г.п., потолки 3м., санузел совмещенный, Arena City. Balance — это баланс между работой, учебой, отдыхом и семьей. Здесь всё рядом: школа, спорт, тишина, природа и ритм города — B идеальных пропорциях для вашего комфорта. Здесь начи…",https://krisha.kz/a/show/1009994580,True,,,782000.0,Новостройка,Средний сегмент,Не указано,совмещенный,2024 и новее,Выше средней,0,1
1008959088,False,2-комнатная квартира · 70 м² · 2/12 этаж,80000000,Алмалинский р-н,Ади Шарипова,2 из 12,70.0,2,2025,Palladium,монолитный,,,,"жил. комплекс Palladium, монолитный дом, 2025 г.п., Возможен обмен на частный дом в городе! Преимущества: 💥Центр города 💥Развитая городская инфраструктура в пешей доступности 💥Зеленая территория, двор свободный от машин 💥Вид на горы 💥Идеальная транспортная логистика 💥эргономичные планиро…",https://krisha.kz/a/show/1008959088,True,2,12,1142857.0,Вторичка,Премиум сегмент,монолитный,Не указано,2024 и новее,Большая,1,0
1009410913,False,1-комнатная квартира · 29.7 м² · 12/14 этаж,27500000,Бостандыкский р-н,Утепова — Ул Жандосова- 20 линия,12 из 14,29.7,1,2025,RAMS City,монолитный,2.7,совмещенный,,"жил. комплекс RAMS City, монолитный дом, 2025 г.п., состояние: черновая отделка, потолки 2.7м., санузел совмещенный, ✅ Проверенная квартира ✅ Подходит в ипотеку 🏢 Новый ЖК — квартира для комфортной жизни ✅ Тип квартиры: черновая ✅ Этаж12 ✅ Лифты: бесшумные и современные ✅ Инфраструктура: развитая…",https://krisha.kz/a/show/1009410913,True,12,14,925926.0,Вторичка,Премиум сегмент,монолитный,совмещенный,2024 и новее,Маленькая,3,0
1008938849,False,3-комнатная квартира · 104 м² · 12/12 этаж,95000000,Ауэзовский р-н,Аскарова — Аскарова,12 из 12,104.0,3,2025,Apple Residence,монолитный,3.0,,,"жил. комплекс Apple Residence, монолитный дом, 2025 г.п., состояние: черновая отделка, потолки 3м., Оригинальная новостройка по авторскому архитектурно-дизайнерскому проекту – жилой комплекс «Apple residence» Бизнес класса в городе Алматы. Жилой комплекс состоит из четырёх 12-этажных блоков, всего…",https://krisha.kz/a/show/1008938849,True,12,12,913462.0,Вторичка,Премиум сегмент,монолитный,Не указано,2024 и новее,Большая,2,0
1011037047,False,3-комнатная квартира · 50.7 м² · 3/9 этаж,40500000,Наурызбайский р-н,"мкр Шугыла, Строительная",3 из 9,50.7,3,2025,Ulytau park,монолитный,2.7,,,"жил. комплекс Ulytau park, монолитный дом, 2025 г.п., состояние: свежий ремонт, потолки 2.7м., меблирована полностью, ПРОДАЕТСЯ КВАРТИРА В НАУРЫЗБАЙСКОМ РАЙОНЕ! 200м от улицы Абая Новый ЖК. Рядом: цон, акимат, прокуратура, алем парк все в шаговой доступности. Евро-трешка, новая квартира, идеал…",https://krisha.kz/a/show/1011037047,True,3,9,798817.0,Вторичка,Средний сегмент,монолитный,Не указано,2024 и новее,Выше средней,6,0
1008942847,False,3-комнатная квартира · 68.8 м² · 1/6 этаж,34000000,Алатауский р-н,мкр Нуркент 9 — Рыскулова Момышулы,1 из 6,68.8,3,2025,Buta Fenomen,монолитный,2.85,,,"жил. комплекс Buta Fenomen, монолитный дом, 2025 г.п., состояние: свободная планировка, потолки 2.85м., Представляем Вашему вниманию трех комнатную Квартиру -студию 68.8 м2 в Новом ЖК BUTA FENOMEN . Преимущества : ✅ Это малоэтажные сейсмо стойкие дома. Надежный застройщик. ✅ Вы будете первым хоз…",https://krisha.kz/a/show/1008942847,True,1,6,494186.0,Вторичка,Недорогой сегмент,монолитный,Не указано,2024 и новее,Большая,0,0
1000460177,True,3-комнатная квартира · 81.48 м²,40332600,Турксибский р-н,"мкр Нуршашкан (Колхозши), Алатау 36",,81.48,3,2025,Атмосфера,,2.85,совмещенный,,"жил. комплекс Атмосфера, 5 этажей, 2025 г.п., потолки 2.85м., санузел совмещенный, ЖК «Атмосфера» — остров тишины в большом городеЖилой комплекс «Атмосфера» расположен по адресу ул. Алатау, 36, в зелёном и спокойном районе на северо-востоке Алматы, недалеко от перес…",https://krisha.kz/a/show/1000460177,True,,,495000.0,Новостройка,Недорогой сегмент,Не указано,совмещенный,2024 и новее,Большая,8,1
695180120,True,2-комнатная квартира · 47.01 м²,35774610,Алатауский р-н,мкр Ботакоз 2/1,,47.01,2,2026,Arena City. Life,,3.0,2 санузла и более,,"жил. комплекс Arena City. Life, 12 этажей, 2026 г.п., потолки 3м., санузел 2 с/у и более, Преимущества:💥Ландшафтный дизайн",https://krisha.kz/a/show/695180120,True,,,761000.0,Новостройка,Средний сегмент,Не указано,2 санузла и более,2024 и новее,Ниже средней,0,1
1008839215,False,2-комнатная квартира · 64 м² · 9/12 этаж,60000000,Алатауский р-н,"мкр Дарабоз, Бауыржана Момышулы — Момышулы Монке би",9 из 12,64.0,2,2025,Arena City. Park,монолитный,2.7,совмещенный,,"В залоге, жил. комплекс Arena City. Park, монолитный дом, 2025 г.п., состояние: свежий ремонт, потолки 2.7м., санузел совмещенный, телефон: отдельный, интернет проводной, меблирована полностью, Квартира өте жарық, ремонтты сапалы материалдармен жасалынған! Жанында үлкен Мешіт орналасқан, BI gro…",https://krisha.kz/a/show/1008839215,True,9,12,937500.0,Вторичка,Премиум сегмент,монолитный,совмещенный,2024 и новее,Выше средней,0,0
1008538512,False,3-комнатная квартира · 95 м² · 2/12 этаж,90000000,Ауэзовский р-н,"Аскарова 8, 8/1, 8/2, 8/3 — Саина-Аскарова",2 из 12,95.0,3,2026,Apple Residence,монолитный,3.0,2 санузла и более,,"жил. комплекс Apple Residence, монолитный дом, 2026 г.п., состояние: требует ремонта, потолки 3м., санузел 2 с/у и более, 3-комнатная квартира 95 м² в ЖК Apple Residents (бизнес-класс) • Этаж: 2 из 12 • Общая площадь: 95 м² • Планировка: комнаты изолированные • Окна выходят на восток • Дом сда…",https://krisha.kz/a/show/1008538512,True,2,12,947368.0,Вторичка,Премиум сегмент,монолитный,2 санузла и более,2024 и новее,Большая,2,0
1009274228,False,1-комнатная квартира · 30.8 м² · 15/15 этаж,27000000,Бостандыкский р-н,Жандосова 94/8,15 из 15,30.8,1,2026,RAMS City,монолитный,2.7,,,"жил. комплекс RAMS City, монолитный дом, 2026 г.п., потолки 2.7м., ✅ Проверенная квартира ✅ Подходит под ипотеку 🏠 Продаётся 1-комнатная квартира ✨ Преимущества: 🏙 Квартира расположена в развитом районе 🗻 Красивый вид на горы 🚍 Отличная транспортная доступность 🏫 Вся необходимая инфраструктура рядо…",https://krisha.kz/a/show/1009274228,True,15,15,876623.0,Вторичка,Премиум сегмент,монолитный,Не указано,2024 и новее,Маленькая,3,0
1011399134,False,3-комнатная квартира · 108.48 м² · 2/5 этаж,84500000,Наурызбайский р-н,Акселеу Сейдембек 105/6,2 из 5,108.48,3,2026,Apple Park,монолитный,3.25,,,"жил. комплекс Apple Park, монолитный дом, 2026 г.п., состояние: свободная планировка, потолки 3.25м., санузла нет, телефон: нет, без мебели, ✅ Проверенная квартира 🏠 Продаётся квартира в ЖК бизнес-класса - 108.48 м² ✨ Преимущества: 🏗 Малоэтажный жилой комплекс 🏡 Закрытая территория, КП…",https://krisha.kz/a/show/1011399134,True,2,5,778945.0,Вторичка,Средний сегмент,монолитный,Не указано,2024 и новее,Большая,6,0
1010726975,False,2-комнатная квартира · 38.1 м² · 5/12 этаж,28750000,Наурызбайский р-н,"мкр Калкаман-2, Ашимова 1/5Б",5 из 12,38.1,2,2025,TANDAU,монолитный,3.0,,,"жил. комплекс TANDAU, монолитный дом, 2025 г.п., состояние: черновая отделка, потолки 3м., 🔥 Срочно! Евродвушка в ЖК TANDAU с видом на горы ✅ Проверенная квартира ✅ Подходит в ипотеку 📍 Средний этаж (самый востребованный) 🌄 Вид на горы 🏡 Евродвушка: спальня + кухня-гостиная 🪟 Застеклённая лодж…",https://krisha.kz/a/show/1010726975,True,5,12,754593.0,Вторичка,Средний сегмент,монолитный,Не указано,2024 и новее,Маленькая,6,0
